RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
419,419,2026-02-26 15:40:44.8513623,269,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,2588,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
420,420,2026-02-26 15:40:46.6512102,216,Info,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,2588,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":{""@Name"":""ProcessId"",""#text"":""2452""}}}"
421,421,2026-02-26 15:40:47.3786119,231,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,3288,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x1""}}}"
422,422,2026-02-26 15:42:14.3771966,221,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,3300,4208,vm-final-lab-wo,2,S-1-5-21-169698666-362884899-2229521277-500,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""1""},{""@Name"":""ProcessId"",""#text"":""3300""},{""@Name"":""Scope"",""#text"":""(database)""}]}}"
423,423,2026-02-26 15:42:14.3888905,221,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,3300,4208,vm-final-lab-wo,2,S-1-5-21-169698666-362884899-2229521277-500,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""3300""},{""@Name"":""Scope"",""#text"":""(database)""}]}}"
424,424,2026-02-26 15:42:14.4498476,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,1884,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
425,425,2026-02-26 15:42:14.6627489,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,4968,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
426,426,2026-02-26 15:44:53.8730981,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,3288,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
427,427,2026-02-26 15:48:01.4172751,221,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,3300,4208,vm-final-lab-wo,2,S-1-5-21-169698666-362884899-2229521277-500,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""1""},{""@Name"":""ProcessId"",""#text"":""3300""},{""@Name"":""Scope"",""#text"":""(database)""}]}}"
428,428,2026-02-26 15:48:01.4794846,221,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,3300,4208,vm-final-lab-wo,2,S-1-5-21-169698666-362884899-2229521277-500,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""3300""},{""@Name"":""Scope"",""#text"":""(database)""}]}}"
429,429,2026-02-26 15:48:01.5212424,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,3288,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
430,430,2026-02-26 15:48:01.6392233,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,3288,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
431,431,2026-02-26 15:48:01.6619120,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,3288,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
432,432,2026-02-26 15:48:03.7884418,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,5844,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
433,433,2026-02-26 15:48:08.5800959,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,2544,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
434,434,2026-02-26 15:48:08.5900491,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,2544,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
435,435,2026-02-26 15:48:13.1725876,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,3288,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
436,436,2026-02-26 15:48:13.2274978,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,3288,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
437,437,2026-02-26 15:48:13.2406506,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,3288,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
438,438,2026-02-26 15:48:13.9719413,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,5844,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
439,439,2026-02-26 15:48:16.8116356,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,3288,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
440,440,2026-02-26 15:48:16.8298428,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,3288,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
441,441,2026-02-26 15:48:16.8390969,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,3288,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
442,442,2026-02-26 15:48:16.8513897,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,3288,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
443,443,2026-02-26 15:48:16.8964404,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,3288,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
444,444,2026-02-26 15:48:18.9978836,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,5844,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
445,445,2026-02-26 15:48:19.0966455,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,5844,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
446,446,2026-02-26 15:48:19.1584704,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,5844,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
447,447,2026-02-26 15:48:19.5645347,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,2544,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
448,448,2026-02-26 15:48:21.3961480,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,5844,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
449,449,2026-02-26 15:48:21.9941903,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,3244,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
450,450,2026-02-26 15:48:22.0223078,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,3244,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
451,451,2026-02-26 15:48:22.0419445,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,3244,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
452,452,2026-02-26 15:48:22.3544141,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,2544,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
453,453,2026-02-26 15:48:23.6212945,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,3288,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
454,454,2026-02-26 15:48:24.2722371,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,5844,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
455,455,2026-02-26 15:48:24.2996485,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,5844,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
456,456,2026-02-26 15:48:24.3130546,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,5844,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
457,457,2026-02-26 15:48:24.5983122,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,5272,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
458,458,2026-02-26 16:45:09.2394509,231,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,4028,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x1""}}}"
459,459,2026-02-26 17:37:02.4506472,231,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,6448,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x1""}}}"
460,460,2026-02-26 17:38:20.0235286,221,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,4032,3140,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""1""},{""@Name"":""ProcessId"",""#text"":""4032""},{""@Name"":""Scope"",""#text"":""(database)""}]}}"
461,461,2026-02-26 17:38:20.0396893,221,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,4032,3140,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""4032""},{""@Name"":""Scope"",""#text"":""(database)""}]}}"
462,462,2026-02-26 17:38:20.0571609,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,4244,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
463,463,2026-02-26 17:38:20.2429775,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,4244,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
464,464,2026-02-26 17:38:31.2114129,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,164,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
465,465,2026-02-26 17:38:32.0688705,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,6272,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
466,466,2026-02-26 17:38:38.5069743,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,4244,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
467,467,2026-02-26 17:38:38.6460551,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,4244,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
468,468,2026-02-26 17:38:47.8774671,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,164,vm-final-lab-wo,2,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
469,469,2026-02-26 17:38:47.9648442,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,164,vm-final-lab-wo,3,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
470,470,2026-02-26 17:38:57.5224644,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,4244,vm-final-lab-wo,3,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
471,471,2026-02-26 17:38:58.0067027,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,6272,vm-final-lab-wo,3,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
472,472,2026-02-26 17:39:04.0276667,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,4244,vm-final-lab-wo,3,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
473,473,2026-02-26 17:39:04.0382067,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,4244,vm-final-lab-wo,3,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
474,474,2026-02-26 17:39:04.0772566,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,4244,vm-final-lab-wo,3,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
475,475,2026-02-26 17:39:04.0921482,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,4244,vm-final-lab-wo,3,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
476,476,2026-02-26 17:39:04.1047130,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,4244,vm-final-lab-wo,3,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
477,477,2026-02-26 17:39:04.1217962,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,4244,vm-final-lab-wo,3,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
478,478,2026-02-26 17:39:05.3925298,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,4244,vm-final-lab-wo,3,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
479,479,2026-02-26 17:39:06.3538668,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,4244,vm-final-lab-wo,3,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
480,480,2026-02-26 17:39:06.4112289,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,4244,vm-final-lab-wo,3,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
481,481,2026-02-26 17:39:06.9177446,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2452,6448,vm-final-lab-wo,3,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
